TOP.60be4ee9.000a3f39	START
TOP.60c199a0.0004555c	user_options->encoding_to	utf-8
TOP.60c199a0.0004555c	user_options->outfile	C:\Users\Nico\Desktop\Tarea4-Cripto\outputs\output4.txt
TOP.60c199a0.0004555c	user_options->rule_buf_l	:
TOP.60c199a0.0004555c	user_options->rule_buf_r	:
TOP.60c199a0.0004555c	user_options->session	hashcat
TOP.60c199a0.0004555c	user_options->limit	0
TOP.60c199a0.0004555c	user_options->skip	0
TOP.60c199a0.0004555c	user_options->attack_mode	0
TOP.60c199a0.0004555c	user_options->benchmark	0
TOP.60c199a0.0004555c	user_options->benchmark_all	0
TOP.60c199a0.0004555c	user_options->bitmap_max	18
TOP.60c199a0.0004555c	user_options->bitmap_min	16
TOP.60c199a0.0004555c	user_options->debug_mode	0
TOP.60c199a0.0004555c	user_options->hash_info	0
TOP.60c199a0.0004555c	user_options->force	1
TOP.60c199a0.0004555c	user_options->hwmon_disable	0
TOP.60c199a0.0004555c	user_options->hwmon_temp_abort	90
TOP.60c199a0.0004555c	user_options->hash_mode	1000
TOP.60c199a0.0004555c	user_options->hex_charset	0
TOP.60c199a0.0004555c	user_options->hex_salt	0
TOP.60c199a0.0004555c	user_options->hex_wordlist	0
TOP.60c199a0.0004555c	user_options->hook_threads	8
TOP.60c199a0.0004555c	user_options->increment	0
TOP.60c199a0.0004555c	user_options->increment_max	256
TOP.60c199a0.0004555c	user_options->increment_min	1
TOP.60c199a0.0004555c	user_options->keep_guessing	0
TOP.60c199a0.0004555c	user_options->kernel_accel	0
TOP.60c199a0.0004555c	user_options->kernel_loops	0
TOP.60c199a0.0004555c	user_options->kernel_threads	0
TOP.60c199a0.0004555c	user_options->keyspace	0
TOP.60c199a0.0004555c	user_options->left	0
TOP.60c199a0.0004555c	user_options->logfile_disable	0
TOP.60c199a0.0004555c	user_options->loopback	0
TOP.60c199a0.0004555c	user_options->machine_readable	0
TOP.60c199a0.0004555c	user_options->markov_classic	0
TOP.60c199a0.0004555c	user_options->markov_disable	0
TOP.60c199a0.0004555c	user_options->markov_threshold	256
TOP.60c199a0.0004555c	user_options->backend_info	0
TOP.60c199a0.0004555c	user_options->backend_vector_width	0
TOP.60c199a0.0004555c	user_options->optimized_kernel_enable	0
TOP.60c199a0.0004555c	user_options->outfile_autohex	1
TOP.60c199a0.0004555c	user_options->outfile_check_timer	5
TOP.60c199a0.0004555c	user_options->outfile_format	3
TOP.60c199a0.0004555c	user_options->wordlist_autohex_disable	0
TOP.60c199a0.0004555c	user_options->potfile_disable	0
TOP.60c199a0.0004555c	user_options->progress_only	0
TOP.60c199a0.0004555c	user_options->quiet	0
TOP.60c199a0.0004555c	user_options->remove	0
TOP.60c199a0.0004555c	user_options->remove_timer	60
TOP.60c199a0.0004555c	user_options->restore	0
TOP.60c199a0.0004555c	user_options->restore_disable	0
TOP.60c199a0.0004555c	user_options->restore_timer	60
TOP.60c199a0.0004555c	user_options->rp_files_cnt	0
TOP.60c199a0.0004555c	user_options->rp_gen	0
TOP.60c199a0.0004555c	user_options->rp_gen_func_max	4
TOP.60c199a0.0004555c	user_options->rp_gen_func_min	1
TOP.60c199a0.0004555c	user_options->rp_gen_seed	0
TOP.60c199a0.0004555c	user_options->runtime	0
TOP.60c199a0.0004555c	user_options->scrypt_tmto	0
TOP.60c199a0.0004555c	user_options->segment_size	33554432
TOP.60c199a0.0004555c	user_options->self_test_disable	0
TOP.60c199a0.0004555c	user_options->slow_candidates	0
TOP.60c199a0.0004555c	user_options->show	0
TOP.60c199a0.0004555c	user_options->speed_only	0
TOP.60c199a0.0004555c	user_options->spin_damp	0
TOP.60c199a0.0004555c	user_options->status	0
TOP.60c199a0.0004555c	user_options->status_json	0
TOP.60c199a0.0004555c	user_options->status_timer	10
TOP.60c199a0.0004555c	user_options->stdout_flag	0
TOP.60c199a0.0004555c	user_options->usage	0
TOP.60c199a0.0004555c	user_options->username	0
TOP.60c199a0.0004555c	user_options->veracrypt_pim_start	485
TOP.60c199a0.0004555c	user_options->veracrypt_pim_stop	485
TOP.60c199a0.0004555c	user_options->version	0
TOP.60c199a0.0004555c	user_options->workload_profile	2
TOP.60c199a0.0004555c	user_options->brain_client	0
TOP.60c199a0.0004555c	user_options->brain_client_features	2
TOP.60c199a0.0004555c	user_options->brain_server	0
TOP.60c199a0.0004555c	user_options->brain_server_timer	300
TOP.60c199a0.0004555c	user_options->brain_port	6863
TOP.60c199a0.0004555c	user_options->brain_session	0
TOP.60c199a0.0004555c	hashes->hashfile	c:\Users\Nico\Desktop\Tarea4-Cripto\hashes\archivo_4
TOP.60c199a0.0004555c	hashes->hashlist_mode	5
TOP.60c199a0.0004555c	hashes->hashlist_format	0
TOP.60c199a0.0004555c	hashes->hashes_cnt	0
TOP.60c199a0.0004555c	hashes->digests_cnt	1000
TOP.60c199a0.0004555c	hashes->digests_done	0
TOP.60c199a0.0004555c	hashes->salts_cnt	1
TOP.60c199a0.0004555c	hashes->salts_done	0
TOP.60c199a0.0004555c	SUB.60c199a0.000ab697	START
TOP.60c199a0.0004555c	SUB.60c199a0.000ab697	straight_ctx->dict	c:\Users\Nico\Desktop\Tarea4-Cripto\diccionario\diccionario_1.dict
TOP.60c199a0.0004555c	SUB.60c199a0.000ab697	runtime_start	1623300512
TOP.60c199a0.0004555c	SUB.60c199a0.000ab697	runtime_stop	1623300513
TOP.60c199a0.0004555c	SUB.60c199a0.000ab697	status-after-work	5
TOP.60c199a0.0004555c	SUB.60c199a0.000ab697	STOP
TOP.60c199a0.0004555c	SUB.60c199a1.00070cf4	START
TOP.60c199a0.0004555c	SUB.60c199a1.00070cf4	straight_ctx->dict	c:\Users\Nico\Desktop\Tarea4-Cripto\diccionario\diccionario_2.dict
TOP.60c199a0.0004555c	SUB.60c199a1.00070cf4	runtime_start	1623300513
TOP.60c199a0.0004555c	SUB.60c199a1.00070cf4	runtime_stop	1623300518
TOP.60c199a0.0004555c	SUB.60c199a1.00070cf4	status-after-work	6
TOP.60c199a0.0004555c	SUB.60c199a1.00070cf4	STOP
TOP.60c199a0.0004555c	proc_start	1623300512
TOP.60c199a0.0004555c	proc_stop	1623300519
TOP.60c199a0.0004555c	STOP
TOP.60c199c1.0009d2f8	START
TOP.60c199c1.0009d2f8	folder_config->cwd	C:\Users\Nico\Desktop\Tarea4-Cripto\hashcat-6.2.1
TOP.60c199c1.0009d2f8	folder_config->install_dir	.
TOP.60c199c1.0009d2f8	folder_config->profile_dir	.
TOP.60c199c1.0009d2f8	folder_config->session_dir	.
TOP.60c199c1.0009d2f8	folder_config->shared_dir	.
TOP.60c199c1.0009d2f8	user_options->separator	:
TOP.60c199c1.0009d2f8	user_options->encoding_from	utf-8
TOP.60c199c1.0009d2f8	user_options->encoding_to	utf-8
TOP.60c199c1.0009d2f8	user_options->outfile	C:\Users\Nico\Desktop\Tarea4-Cripto\outputs\output5.txt
TOP.60c199c1.0009d2f8	user_options->rule_buf_l	:
TOP.60c199c1.0009d2f8	user_options->rule_buf_r	:
TOP.60c199c1.0009d2f8	user_options->session	hashcat
TOP.60c199c1.0009d2f8	user_options->limit	0
TOP.60c199c1.0009d2f8	user_options->skip	0
TOP.60c199c1.0009d2f8	user_options->attack_mode	0
TOP.60c199c1.0009d2f8	user_options->benchmark	0
TOP.60c199c1.0009d2f8	user_options->benchmark_all	0
TOP.60c199c1.0009d2f8	user_options->bitmap_max	18
TOP.60c199c1.0009d2f8	user_options->bitmap_min	16
TOP.60c199c1.0009d2f8	user_options->debug_mode	0
TOP.60c199c1.0009d2f8	user_options->hash_info	0
TOP.60c199c1.0009d2f8	user_options->force	1
TOP.60c199c1.0009d2f8	user_options->hwmon_disable	0
TOP.60c199c1.0009d2f8	user_options->hwmon_temp_abort	90
TOP.60c199c1.0009d2f8	user_options->hash_mode	1800
TOP.60c199c1.0009d2f8	user_options->hex_charset	0
TOP.60c199c1.0009d2f8	user_options->hex_salt	0
TOP.60c199c1.0009d2f8	user_options->hex_wordlist	0
TOP.60c199c1.0009d2f8	user_options->hook_threads	8
TOP.60c199c1.0009d2f8	user_options->increment	0
TOP.60c199c1.0009d2f8	user_options->increment_max	256
TOP.60c199c1.0009d2f8	user_options->increment_min	1
TOP.60c199c1.0009d2f8	user_options->keep_guessing	0
TOP.60c199c1.0009d2f8	user_options->kernel_accel	0
TOP.60c199c1.0009d2f8	user_options->kernel_loops	0
TOP.60c199c1.0009d2f8	user_options->kernel_threads	0
TOP.60c199c1.0009d2f8	user_options->keyspace	0
TOP.60c199c1.0009d2f8	user_options->left	0
TOP.60c199c1.0009d2f8	user_options->logfile_disable	0
TOP.60c199c1.0009d2f8	user_options->loopback	0
TOP.60c199c1.0009d2f8	user_options->machine_readable	0
TOP.60c199c1.0009d2f8	user_options->markov_classic	0
TOP.60c199c1.0009d2f8	user_options->markov_disable	0
TOP.60c199c1.0009d2f8	user_options->markov_threshold	256
TOP.60c199c1.0009d2f8	user_options->backend_info	0
TOP.60c199c1.0009d2f8	user_options->backend_vector_width	0
TOP.60c199c1.0009d2f8	user_options->optimized_kernel_enable	0
TOP.60c199c1.0009d2f8	user_options->outfile_autohex	1
TOP.60c199c1.0009d2f8	user_options->outfile_check_timer	5
TOP.60c199c1.0009d2f8	user_options->outfile_format	3
TOP.60c199c1.0009d2f8	user_options->wordlist_autohex_disable	0
TOP.60c199c1.0009d2f8	user_options->potfile_disable	0
TOP.60c199c1.0009d2f8	user_options->progress_only	0
TOP.60c199c1.0009d2f8	user_options->quiet	0
TOP.60c199c1.0009d2f8	user_options->remove	0
TOP.60c199c1.0009d2f8	user_options->remove_timer	60
TOP.60c199c1.0009d2f8	user_options->restore	0
TOP.60c199c1.0009d2f8	user_options->restore_disable	0
TOP.60c199c1.0009d2f8	user_options->restore_timer	60
TOP.60c199c1.0009d2f8	user_options->rp_files_cnt	0
TOP.60c199c1.0009d2f8	user_options->rp_gen	0
TOP.60c199c1.0009d2f8	user_options->rp_gen_func_max	4
TOP.60c199c1.0009d2f8	user_options->rp_gen_func_min	1
TOP.60c199c1.0009d2f8	user_options->rp_gen_seed	0
TOP.60c199c1.0009d2f8	user_options->runtime	0
TOP.60c199c1.0009d2f8	user_options->scrypt_tmto	0
TOP.60c199c1.0009d2f8	user_options->segment_size	33554432
TOP.60c199c1.0009d2f8	user_options->self_test_disable	0
TOP.60c199c1.0009d2f8	user_options->slow_candidates	0
TOP.60c199c1.0009d2f8	user_options->show	0
TOP.60c199c1.0009d2f8	user_options->speed_only	0
TOP.60c199c1.0009d2f8	user_options->spin_damp	0
TOP.60c199c1.0009d2f8	user_options->status	0
TOP.60c199c1.0009d2f8	user_options->status_json	0
TOP.60c199c1.0009d2f8	user_options->status_timer	10
TOP.60c199c1.0009d2f8	user_options->stdout_flag	0
TOP.60c199c1.0009d2f8	user_options->usage	0
TOP.60c199c1.0009d2f8	user_options->username	0
TOP.60c199c1.0009d2f8	user_options->veracrypt_pim_start	485
TOP.60c199c1.0009d2f8	user_options->veracrypt_pim_stop	485
TOP.60c199c1.0009d2f8	user_options->version	0
TOP.60c199c1.0009d2f8	user_options->workload_profile	2
TOP.60c199c1.0009d2f8	user_options->brain_client	0
TOP.60c199c1.0009d2f8	user_options->brain_client_features	2
TOP.60c199c1.0009d2f8	user_options->brain_server	0
TOP.60c199c1.0009d2f8	user_options->brain_server_timer	300
TOP.60c199c1.0009d2f8	user_options->brain_port	6863
TOP.60c199c1.0009d2f8	user_options->brain_session	0
TOP.60c199c1.0009d2f8	hashes->hashfile	c:\Users\Nico\Desktop\Tarea4-Cripto\hashes\archivo_5
TOP.60c199c1.0009d2f8	hashes->hashlist_mode	5
TOP.60c199c1.0009d2f8	hashes->hashlist_format	0
TOP.60c199c1.0009d2f8	hashes->hashes_cnt	0
TOP.60c199c1.0009d2f8	hashes->digests_cnt	20
TOP.60c199c1.0009d2f8	hashes->digests_done	0
TOP.60c199c1.0009d2f8	hashes->salts_cnt	20
TOP.60c199c1.0009d2f8	hashes->salts_done	0
TOP.60c199c1.0009d2f8	SUB.60c199c2.0006c802	START
TOP.60c199c1.0009d2f8	SUB.60c199c2.0006c802	straight_ctx->dict	c:\Users\Nico\Desktop\Tarea4-Cripto\diccionario\diccionario_1.dict
TOP.60c199c1.0009d2f8	SUB.60c199c2.0006c802	runtime_start	1623300546
TOP.60c199c1.0009d2f8	SUB.60c199c2.0006c802	runtime_stop	1623300562
TOP.60c199c1.0009d2f8	SUB.60c199c2.0006c802	status-after-work	5
TOP.60c199c1.0009d2f8	SUB.60c199c2.0006c802	STOP
TOP.60c199c1.0009d2f8	SUB.60c199d2.0004c525	START
TOP.60c199c1.0009d2f8	SUB.60c199d2.0004c525	straight_ctx->dict	c:\Users\Nico\Desktop\Tarea4-Cripto\diccionario\diccionario_2.dict
TOP.60c199c1.0009d2f8	SUB.60c199d2.0004c525	runtime_start	1623300562
TOP.60c199c1.0009d2f8	SUB.60c199d2.0004c525	runtime_stop	1623300730
TOP.60c199c1.0009d2f8	SUB.60c199d2.0004c525	status-after-work	6
TOP.60c199c1.0009d2f8	SUB.60c199d2.0004c525	STOP
TOP.60c199c1.0009d2f8	proc_start	1623300545
TOP.60c199c1.0009d2f8	proc_stop	1623300731
TOP.60c199c1.0009d2f8	STOP
TOP.60c19ca9.000dd6b6	START
TOP.60c19ca9.000dd6b6	folder_config->cwd	C:\Users\Nico\Desktop\Tarea4-Cripto\hashcat-6.2.1
TOP.60c19ca9.000dd6b6	folder_config->install_dir	.
TOP.60c19ca9.000dd6b6	folder_config->profile_dir	.
TOP.60c19ca9.000dd6b6	folder_config->session_dir	.
TOP.60c19ca9.000dd6b6	folder_config->shared_dir	.
TOP.60c19ca9.000dd6b6	user_options->separator	:
TOP.60c19ca9.000dd6b6	user_options->encoding_from	utf-8
TOP.60c19ca9.000dd6b6	user_options->encoding_to	utf-8
TOP.60c19ca9.000dd6b6	user_options->outfile	C:\Users\Nico\Desktop\Tarea4-Cripto\outputCrackedHash\output5.txt
TOP.60c19ca9.000dd6b6	user_options->rule_buf_l	:
TOP.60c19ca9.000dd6b6	user_options->rule_buf_r	:
TOP.60c19ca9.000dd6b6	user_options->session	hashcat
TOP.60c19ca9.000dd6b6	user_options->limit	0
TOP.60c19ca9.000dd6b6	user_options->skip	0
TOP.60c19ca9.000dd6b6	user_options->attack_mode	0
TOP.60c19ca9.000dd6b6	user_options->benchmark	0
TOP.60c19ca9.000dd6b6	user_options->benchmark_all	0
TOP.60c19ca9.000dd6b6	user_options->bitmap_max	18
TOP.60c19ca9.000dd6b6	user_options->bitmap_min	16
TOP.60c19ca9.000dd6b6	user_options->debug_mode	0
TOP.60c19ca9.000dd6b6	user_options->hash_info	0
TOP.60c19ca9.000dd6b6	user_options->force	1
TOP.60c19ca9.000dd6b6	user_options->hwmon_disable	0
TOP.60c19ca9.000dd6b6	user_options->hwmon_temp_abort	90
TOP.60c19ca9.000dd6b6	user_options->hash_mode	1800
TOP.60c19ca9.000dd6b6	user_options->hex_charset	0
TOP.60c19ca9.000dd6b6	user_options->hex_salt	0
TOP.60c19ca9.000dd6b6	user_options->hex_wordlist	0
TOP.60c19ca9.000dd6b6	user_options->hook_threads	8
TOP.60c19ca9.000dd6b6	user_options->increment	0
TOP.60c19ca9.000dd6b6	user_options->increment_max	256
TOP.60c19ca9.000dd6b6	user_options->increment_min	1
TOP.60c19ca9.000dd6b6	user_options->keep_guessing	0
TOP.60c19ca9.000dd6b6	user_options->kernel_accel	0
TOP.60c19ca9.000dd6b6	user_options->kernel_loops	0
TOP.60c19ca9.000dd6b6	user_options->kernel_threads	0
TOP.60c19ca9.000dd6b6	user_options->keyspace	0
TOP.60c19ca9.000dd6b6	user_options->left	0
TOP.60c19ca9.000dd6b6	user_options->logfile_disable	0
TOP.60c19ca9.000dd6b6	user_options->loopback	0
TOP.60c19ca9.000dd6b6	user_options->machine_readable	0
TOP.60c19ca9.000dd6b6	user_options->markov_classic	0
TOP.60c19ca9.000dd6b6	user_options->markov_disable	0
TOP.60c19ca9.000dd6b6	user_options->markov_threshold	256
TOP.60c19ca9.000dd6b6	user_options->backend_info	0
TOP.60c19ca9.000dd6b6	user_options->backend_vector_width	0
TOP.60c19ca9.000dd6b6	user_options->optimized_kernel_enable	0
TOP.60c19ca9.000dd6b6	user_options->outfile_autohex	1
TOP.60c19ca9.000dd6b6	user_options->outfile_check_timer	5
TOP.60c19ca9.000dd6b6	user_options->outfile_format	3
TOP.60c19ca9.000dd6b6	user_options->wordlist_autohex_disable	0
TOP.60c19ca9.000dd6b6	user_options->potfile_disable	0
TOP.60c19ca9.000dd6b6	user_options->progress_only	0
TOP.60c19ca9.000dd6b6	user_options->quiet	0
TOP.60c19ca9.000dd6b6	user_options->remove	0
TOP.60c19ca9.000dd6b6	user_options->remove_timer	60
TOP.60c19ca9.000dd6b6	user_options->restore	0
TOP.60c19ca9.000dd6b6	user_options->restore_disable	0
TOP.60c19ca9.000dd6b6	user_options->restore_timer	60
TOP.60c19ca9.000dd6b6	user_options->rp_files_cnt	0
TOP.60c19ca9.000dd6b6	user_options->rp_gen	0
TOP.60c19ca9.000dd6b6	user_options->rp_gen_func_max	4
TOP.60c19ca9.000dd6b6	user_options->rp_gen_func_min	1
TOP.60c19ca9.000dd6b6	user_options->rp_gen_seed	0
TOP.60c19ca9.000dd6b6	user_options->runtime	0
TOP.60c19ca9.000dd6b6	user_options->scrypt_tmto	0
TOP.60c19ca9.000dd6b6	user_options->segment_size	33554432
TOP.60c19ca9.000dd6b6	user_options->self_test_disable	0
TOP.60c19ca9.000dd6b6	user_options->slow_candidates	0
TOP.60c19ca9.000dd6b6	user_options->show	0
TOP.60c19ca9.000dd6b6	user_options->speed_only	0
TOP.60c19ca9.000dd6b6	user_options->spin_damp	0
TOP.60c19ca9.000dd6b6	user_options->status	0
TOP.60c19ca9.000dd6b6	user_options->status_json	0
TOP.60c19ca9.000dd6b6	user_options->status_timer	10
TOP.60c19ca9.000dd6b6	user_options->stdout_flag	0
TOP.60c19ca9.000dd6b6	user_options->usage	0
TOP.60c19ca9.000dd6b6	user_options->username	0
TOP.60c19ca9.000dd6b6	user_options->veracrypt_pim_start	485
TOP.60c19ca9.000dd6b6	user_options->veracrypt_pim_stop	485
TOP.60c19ca9.000dd6b6	user_options->version	0
TOP.60c19ca9.000dd6b6	user_options->workload_profile	2
TOP.60c19ca9.000dd6b6	user_options->brain_client	0
TOP.60c19ca9.000dd6b6	user_options->brain_client_features	2
TOP.60c19ca9.000dd6b6	user_options->brain_server	0
TOP.60c19ca9.000dd6b6	user_options->brain_server_timer	300
TOP.60c19ca9.000dd6b6	user_options->brain_port	6863
TOP.60c19ca9.000dd6b6	user_options->brain_session	0
TOP.60c19ca9.000dd6b6	hashes->hashfile	c:\Users\Nico\Desktop\Tarea4-Cripto\hashes\archivo_5
TOP.60c19ca9.000dd6b6	hashes->hashlist_mode	5
TOP.60c19ca9.000dd6b6	hashes->hashlist_format	0
TOP.60c19ca9.000dd6b6	hashes->hashes_cnt	0
TOP.60c19ca9.000dd6b6	hashes->digests_cnt	20
TOP.60c19ca9.000dd6b6	hashes->digests_done	0
TOP.60c19ca9.000dd6b6	hashes->salts_cnt	20
TOP.60c19ca9.000dd6b6	hashes->salts_done	0
TOP.60c19ca9.000dd6b6	SUB.60c19caa.0009acbb	START
TOP.60c19ca9.000dd6b6	SUB.60c19caa.0009acbb	straight_ctx->dict	c:\Users\Nico\Desktop\Tarea4-Cripto\diccionario\diccionario_1.dict
TOP.60c19ca9.000dd6b6	SUB.60c19caa.0009acbb	runtime_start	1623301290
TOP.60c19ca9.000dd6b6	SUB.60c19caa.0009acbb	runtime_stop	1623301305
TOP.60c19ca9.000dd6b6	SUB.60c19caa.0009acbb	status-after-work	5
TOP.60c19ca9.000dd6b6	SUB.60c19caa.0009acbb	STOP
TOP.60c19ca9.000dd6b6	SUB.60c19cb9.00058e36	START
TOP.60c19ca9.000dd6b6	SUB.60c19cb9.00058e36	straight_ctx->dict	c:\Users\Nico\Desktop\Tarea4-Cripto\diccionario\diccionario_2.dict
TOP.60c19ca9.000dd6b6	SUB.60c19cb9.00058e36	runtime_start	1623301305
TOP.60c19ca9.000dd6b6	SUB.60c19cb9.00058e36	runtime_stop	1623301547
TOP.60c19ca9.000dd6b6	SUB.60c19cb9.00058e36	status-after-work	6
TOP.60c19ca9.000dd6b6	SUB.60c19cb9.00058e36	STOP
TOP.60c19ca9.000dd6b6	proc_start	1623301289
TOP.60c19ca9.000dd6b6	proc_stop	1623301548
TOP.60c19ca9.000dd6b6	STOP
TOP.60c277b8.00000e2e	START
TOP.60c277b8.00000e2e	folder_config->cwd	C:\Users\Nico\Desktop\Tarea4-Cripto\hashcat-6.2.1
TOP.60c277b8.00000e2e	folder_config->install_dir	.
TOP.60c277b8.00000e2e	folder_config->profile_dir	.
TOP.60c277b8.00000e2e	folder_config->session_dir	.
TOP.60c277b8.00000e2e	folder_config->shared_dir	.
TOP.60c277b8.00000e2e	user_options->separator	:
TOP.60c277b8.00000e2e	user_options->encoding_from	utf-8
TOP.60c277b8.00000e2e	user_options->encoding_to	utf-8
TOP.60c277b8.00000e2e	user_options->outfile	C:\Users\Nico\Desktop\Tarea4-Cripto\outputCrackedHash\output1.txt
TOP.60c277b8.00000e2e	user_options->rule_buf_l	:
TOP.60c277b8.00000e2e	user_options->rule_buf_r	:
TOP.60c277b8.00000e2e	user_options->session	hashcat
TOP.60c277b8.00000e2e	user_options->limit	0
TOP.60c277b8.00000e2e	user_options->skip	0
TOP.60c277b8.00000e2e	user_options->attack_mode	0
TOP.60c277b8.00000e2e	user_options->benchmark	0
TOP.60c277b8.00000e2e	user_options->benchmark_all	0
TOP.60c277b8.00000e2e	user_options->bitmap_max	18
TOP.60c277b8.00000e2e	user_options->bitmap_min	16
TOP.60c277b8.00000e2e	user_options->debug_mode	0
TOP.60c277b8.00000e2e	user_options->hash_info	0
TOP.60c277b8.00000e2e	user_options->force	1
TOP.60c277b8.00000e2e	user_options->hwmon_disable	0
TOP.60c277b8.00000e2e	user_options->hwmon_temp_abort	90
TOP.60c277b8.00000e2e	user_options->hash_mode	0
TOP.60c277b8.00000e2e	user_options->hex_charset	0
TOP.60c277b8.00000e2e	user_options->hex_salt	0
TOP.60c277b8.00000e2e	user_options->hex_wordlist	0
TOP.60c277b8.00000e2e	user_options->hook_threads	8
TOP.60c277b8.00000e2e	user_options->increment	0
TOP.60c277b8.00000e2e	user_options->increment_max	256
TOP.60c277b8.00000e2e	user_options->increment_min	1
TOP.60c277b8.00000e2e	user_options->keep_guessing	0
TOP.60c277b8.00000e2e	user_options->kernel_accel	0
TOP.60c277b8.00000e2e	user_options->kernel_loops	0
TOP.60c277b8.00000e2e	user_options->kernel_threads	0
TOP.60c277b8.00000e2e	user_options->keyspace	0
TOP.60c277b8.00000e2e	user_options->left	0
TOP.60c277b8.00000e2e	user_options->logfile_disable	0
TOP.60c277b8.00000e2e	user_options->loopback	0
TOP.60c277b8.00000e2e	user_options->machine_readable	0
TOP.60c277b8.00000e2e	user_options->markov_classic	0
TOP.60c277b8.00000e2e	user_options->markov_disable	0
TOP.60c277b8.00000e2e	user_options->markov_threshold	256
TOP.60c277b8.00000e2e	user_options->backend_info	0
TOP.60c277b8.00000e2e	user_options->backend_vector_width	0
TOP.60c277b8.00000e2e	user_options->optimized_kernel_enable	0
TOP.60c277b8.00000e2e	user_options->outfile_autohex	1
TOP.60c277b8.00000e2e	user_options->outfile_check_timer	5
TOP.60c277b8.00000e2e	user_options->outfile_format	3
TOP.60c277b8.00000e2e	user_options->wordlist_autohex_disable	0
TOP.60c277b8.00000e2e	user_options->potfile_disable	0
TOP.60c277b8.00000e2e	user_options->progress_only	0
TOP.60c277b8.00000e2e	user_options->quiet	0
TOP.60c277b8.00000e2e	user_options->remove	0
TOP.60c277b8.00000e2e	user_options->remove_timer	60
TOP.60c277b8.00000e2e	user_options->restore	0
TOP.60c277b8.00000e2e	user_options->restore_disable	0
TOP.60c277b8.00000e2e	user_options->restore_timer	60
TOP.60c277b8.00000e2e	user_options->rp_files_cnt	0
TOP.60c277b8.00000e2e	user_options->rp_gen	0
TOP.60c277b8.00000e2e	user_options->rp_gen_func_max	4
TOP.60c277b8.00000e2e	user_options->rp_gen_func_min	1
TOP.60c277b8.00000e2e	user_options->rp_gen_seed	0
TOP.60c277b8.00000e2e	user_options->runtime	0
TOP.60c277b8.00000e2e	user_options->scrypt_tmto	0
TOP.60c277b8.00000e2e	user_options->segment_size	33554432
TOP.60c277b8.00000e2e	user_options->self_test_disable	0
TOP.60c277b8.00000e2e	user_options->slow_candidates	0
TOP.60c277b8.00000e2e	user_options->show	0
TOP.60c277b8.00000e2e	user_options->speed_only	0
TOP.60c277b8.00000e2e	user_options->spin_damp	0
TOP.60c277b8.00000e2e	user_options->status	0
TOP.60c277b8.00000e2e	user_options->status_json	0
TOP.60c277b8.00000e2e	user_options->status_timer	10
TOP.60c277b8.00000e2e	user_options->stdout_flag	0
TOP.60c277b8.00000e2e	user_options->usage	0
TOP.60c277b8.00000e2e	user_options->username	0
TOP.60c277b8.00000e2e	user_options->veracrypt_pim_start	485
TOP.60c277b8.00000e2e	user_options->veracrypt_pim_stop	485
TOP.60c277b8.00000e2e	user_options->version	0
TOP.60c277b8.00000e2e	user_options->workload_profile	2
TOP.60c277b8.00000e2e	user_options->brain_client	0
TOP.60c277b8.00000e2e	user_options->brain_client_features	2
TOP.60c277b8.00000e2e	user_options->brain_server	0
TOP.60c277b8.00000e2e	user_options->brain_server_timer	300
TOP.60c277b8.00000e2e	user_options->brain_port	6863
TOP.60c277b8.00000e2e	user_options->brain_session	0
TOP.60c277b8.00000e2e	hashes->hashfile	c:\Users\Nico\Desktop\Tarea4-Cripto\hashes\archivo_1
TOP.60c277b8.00000e2e	hashes->hashlist_mode	5
TOP.60c277b8.00000e2e	hashes->hashlist_format	0
TOP.60c277b8.00000e2e	hashes->hashes_cnt	0
TOP.60c277b8.00000e2e	hashes->digests_cnt	1000
TOP.60c277b8.00000e2e	hashes->digests_done	0
TOP.60c277b8.00000e2e	hashes->salts_cnt	1
TOP.60c277b8.00000e2e	hashes->salts_done	0
TOP.60c277b8.00000e2e	SUB.60c277b8.0005a0be	START
TOP.60c277b8.00000e2e	SUB.60c277b8.0005a0be	straight_ctx->dict	c:\Users\Nico\Desktop\Tarea4-Cripto\diccionario\diccionario_1.dict
TOP.60c277b8.00000e2e	SUB.60c277b8.0005a0be	runtime_start	1623357368
TOP.60c277b8.00000e2e	SUB.60c277b8.0005a0be	runtime_stop	1623357368
TOP.60c277b8.00000e2e	SUB.60c277b8.0005a0be	status-after-work	5
TOP.60c277b8.00000e2e	SUB.60c277b8.0005a0be	STOP
TOP.60c277b8.00000e2e	SUB.60c277b8.000dc20a	START
TOP.60c277b8.00000e2e	SUB.60c277b8.000dc20a	straight_ctx->dict	c:\Users\Nico\Desktop\Tarea4-Cripto\diccionario\diccionario_2.dict
TOP.60c277b8.00000e2e	SUB.60c277b8.000dc20a	runtime_start	1623357368
TOP.60c277b8.00000e2e	SUB.60c277b8.000dc20a	runtime_stop	1623357373
TOP.60c277b8.00000e2e	SUB.60c277b8.000dc20a	status-after-work	6
TOP.60c277b8.00000e2e	SUB.60c277b8.000dc20a	STOP
TOP.60c277b8.00000e2e	proc_start	1623357368
TOP.60c277b8.00000e2e	proc_stop	1623357374
TOP.60c277b8.00000e2e	STOP
TOP.60c3c14f.000a7675	START
TOP.60c3c14f.000a7675	folder_config->cwd	C:\Users\Nico\Desktop\Tarea4-Cripto\hashcat-6.2.1
TOP.60c3c14f.000a7675	folder_config->install_dir	.
TOP.60c3c14f.000a7675	folder_config->profile_dir	.
